CUI	               Name	               Odds ratio (ASD vs Non-psychiatric)	               Odds ratio (ASD vs Psychiatric)	               Frequency (%, positive, ASD)	               Frequency (%,negative, ASD)	               Frequency (%,positive, Non-psychiatric)	               Frequency (%,negative, Non-psychiatric)	               Frequency (%,positive, Psychiatric)	               Frequency (%,negative, Psychiatric)	               TUI
C0459424	abnormal result	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0871413	Speech Rate	3.0	0.3333	0.3505	0.0	1.0514	0.0	0.1168	0.0	T080
C0429481	Early fetal heart deceleration	3.0	0.75	0.3505	0.1168	0.4673	0.1168	0.0	0.1168	T033
C0558005	needs assessment	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T058
C0456440	Decreased pain threshold	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C0559105	Seen in speech and language clinic	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C2018049	speech nonverbal communication skills eye contact	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0424434	Aversion to particular food	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0442804	very high	3.0	0.6667	0.7009	0.0	1.0514	0.0	0.2336	0.0	T033
C1847484	Frequent blinking	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C1735894	Pelviectasis	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.0	0.0	T047
C2114517	previous work-related injury	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C4274559	Difficulty understanding two word instructions	3.0	0.6	0.3505	0.1168	0.5841	0.0	0.0	0.0	T033
C0871938	time out	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.0	0.0	T041
C0837170	Emotionally unstable personality disorder, impulsive type	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T048
C0517046	Shows interest in auditory stimuli	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.0	0.0	T033
C0436540	MRI scan abnormal	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.1168	T033
C0158945	Cytomegalovirus infection congenital	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C0014550	Myoclonic Epilepsy	3.0	0.75	0.3505	0.1168	0.4673	0.1168	0.1168	0.1168	T047
C0474724	Generalized atypical spike wave	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C3843246	Extreme difficulty	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C0750863	Finding of creatine kinase level	3.0	0.6	0.3505	0.0	0.5841	0.0	0.1168	0.0	T033
C0557972	Prioritizing problems	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T058
C3278793	Global hypotonia	3.0	3.0	0.3505	0.1168	0.1168	0.0	0.0	0.0	T033
C2095619	discussed maintaining healthy weight	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T058
C0561951	Difficulty controlling posture	3.0	0.75	0.3505	0.1168	0.4673	0.0	0.0	0.0	T033
C3280019	Increased fractures (in some patients)	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0557915	Feeling emotionally hurt	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.0	0.0	T033
C0264492	respiratory failure chronic	3.0	0.2727	0.3505	0.0	1.285	0.0	0.1168	0.0	T047
C0151723	hypomagnesemia	3.0	0.6	0.3505	0.1168	0.5841	0.0	0.0	0.0	T047
C0521117	Illness severity	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T080
C0392386	Platelet count decreased	3.0	0.75	0.3505	0.1168	0.4673	0.0	0.0	0.1168	T033
C1408554	malnutrition; moderate	3.0	0.5	0.3505	0.0	0.7009	0.0	0.1168	0.0	T047
C0003873	ARTHRITIS, RHEUMATOID	3.0	0.75	0.3505	0.1168	0.4673	0.0	0.1168	0.0	T047
C2242764	dependence on aspirator	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T033
C0740852	Upper airway obstruction	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0021141	Inappropriate ADH Syndrome	3.0	2.0	0.3505	0.1168	0.3505	0.2336	0.1168	0.0	T047
C4273056	chest surgical / traumatic scar well-healed	3.0	0.6	0.3505	0.1168	0.5841	0.1168	0.1168	0.1168	T033
C0151539	BLOOD UREA INCREASED	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.1168	T033
C0086045	concentration (mental)	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T041
C2114794	prolonged expiratory time on auscultation	3.0	2.0	0.0	0.1168	0.0	0.2336	0.1168	0.3505	T033
C2349374	Secondary diabetes mellitus with other coma, not stated as uncontrolled, or unspecified	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T047
C3842459	Energetic	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C1857318	Mild memory loss	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0517134	Hops and jumps on one foot	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C1562415	Skin drag	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C3640009	Annoying Pain	3.0	0.6	0.3505	0.1168	0.5841	0.1168	0.1168	0.0	T184
C0020598	HYPOCALCEMIA	3.0	0.4286	0.3505	0.0	0.8178	0.1168	0.0	0.0	T047
C0564489	Difficulty expressing self	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.0	0.0	T033
C0030524	Paratuberculoses	3.0	1.5	0.3505	0.0	0.4673	0.2336	0.0	0.0	T047
C0010210	Counselling	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.1168	0.0	T058
C2198657	milestone: rakes small objects	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0751050	Developmental Communication Disorder	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T048
C0154694	spastic hemiplegia	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T047
C0154575	rumination disorder	3.0	1.0	0.3505	0.0	0.3505	0.0	0.1168	0.0	T048
C4047916	Harmful oral hygeine habit	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C1320677	Complex care needs	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0032310	viral pneumonia	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C0241910	Autoimmune Chronic Hepatitis	3.0	3.0	0.3505	0.1168	0.1168	0.1168	0.1168	0.0	T047
C1883420	Unacceptable	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T080
C0541974	Fuzzy head	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.1168	T033
C4065486	demonstrated behavior stereotypy toe-walking	3.0	3.0	0.3505	0.1168	0.1168	0.0	0.0	0.0	T033
C3279887	Decreased speech	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C4062178	Inconsistent behavior	3.0	0.6	0.3505	0.1168	0.5841	0.1168	0.1168	0.0	T033
C0205412	Inadequate (qualifier)	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T080
C1827728	Limited reasoning ability	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C2911688	Safety Issue	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T080
C0027404	NARCOLEPSY	3.0	2.0	0.7009	0.2336	0.7009	0.4673	0.0	0.0	T047
C0589042	Organizational skills	3.0	0.6	0.3505	0.1168	0.5841	0.0	0.0	0.0	T041
C2678119	Impaired attentional and executive function	3.0	0.375	0.3505	0.0	0.9346	0.0	0.1168	0.0	T033
C1706860	Authoritative	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T080
C3844397	Initial screen	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0749647	Empiric treatment	3.0	0.2727	0.3505	0.0	1.285	0.1168	0.1168	0.0	T033
C0270726	Alexander Disease	3.0	0.75	0.3505	0.1168	0.4673	0.0	0.0	0.0	T047
C0438697	crying excessive	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C4087319	Selective eating disorder	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T047
C2243051	Large head (disorder)	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.0	0.0	T033
C0039010	Swine Vesicular Diseases	3.0	1.0	0.3505	0.0	0.3505	0.0	0.1168	0.0	T047
C3274777	Severely Abnormal Ventricular Ejection Fraction	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C2363129	Benign Rolandic epilepsy	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C3257803	Watery eye	3.0	1.0	0.7009	0.1168	0.7009	0.0	0.2336	0.1168	T184
C0558260	Compulsion to act on thoughts	3.0	3.0	0.3505	0.1168	0.0	0.0	0.0	0.1168	T048
C0581071	Formal complaint about medical care	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.1168	T058
C2041208	12-lead electrocardiogram: interval change	3.0	3.0	0.3505	0.0	0.2336	0.2336	0.0	0.1168	T033
C2182619	milestone: says mama or dada specifically	3.0	3.0	0.3505	0.0	0.1168	0.1168	0.0	0.0	T033
C1299963	Noise phobia	3.0	3.0	0.3505	0.1168	0.1168	0.0	0.0	0.0	T033
C2370912	Mental function of sequencing complex movements	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T041
C0260924	Encounter due to screening for thyroid disorder	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0861064	Lead increased	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0235020	RESPONSES VOLUNTARY REDUCED	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C3250037	milestone: makes vowel sounds	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C4047951	Red-streaked feces	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C1411313	salt; deficit, cramp(s)	3.0	0.25	0.3505	0.0	1.4019	0.0	0.0	0.0	T047
C3806126	Jaundice, intermittent (in some patients)	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C2018023	speech fluency reading prosody	3.0	0.3333	0.3505	0.0	1.0514	0.0	0.0	0.0	T033
C4064385	patient education - intensive diabetes prevention program	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T058
C2051411	patient appear acutely ill	3.0	0.6	0.3505	0.1168	0.5841	0.0	0.0	0.0	T033
C2093257	vision services lens additions	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C3661948	First generalised onset seizure	3.0	1.5	0.7009	0.0	0.4673	0.0	0.2336	0.0	T033
C0018800	CARDIOMEGALY	3.0	1.5	0.7009	0.2336	0.2336	0.0	0.1168	0.0	T033
C3809721	Esophageal reflux (in some patients)	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C4042852	Crew Resource Management, Healthcare	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T058
C2707340	First assessment since the most recent admission &or reentry	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0240173	Left shifted white blood cells	3.0	0.4286	0.3505	0.0	0.8178	0.1168	0.0	0.1168	T033
C2071460	inconsolable	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0748872	social situation	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T054
C0948187	tracheomalacia	3.0	0.5	0.3505	0.0	0.7009	0.0	0.1168	0.0	T047
C0010709	Cyst NOS	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.1168	T047
C3843683	Only occasionally at bedtimes, including naps	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0682295	Full-time employment (finding)	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0343401	methicillin-resistant staphylococcus aureus (MRSA) infection	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.1168	0.0	T047
C0555724	On examination - dry lips	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0426598	Finding of insufficient fluid intake	3.0	0.3	0.3505	0.0	1.1682	0.1168	0.1168	0.0	T033
C0581193	Delayed discharge - social services	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T058
C0877781	HEMICRANIA	3.0	0.5	0.3505	0.0	0.7009	0.0	0.1168	0.0	T184
C2747812	Cameron ulcer	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.0	0.0	T047
C0442800	enlarged	3.0	0.375	0.3505	0.1168	0.9346	0.0	0.0	0.0	T080
C2063821	anxiety disorder due to general medical condition with obsessive-compulsive disorder symptoms	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T048
C0811535	Involve patient in planning his/her own treatment, as appropriate	3.0	0.3333	0.3505	0.0	1.0514	0.0	0.1168	0.1168	T058
C0184564	Tactile alteration	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C3648695	inherited genetic conditions	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C3806132	Splenectomy increases thrombotic risk in these patients	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0677202	Select a non-injectable medication	3.0	0.5455	0.3505	0.1168	1.285	0.2336	0.0	0.0	T058
C0085615	bundle-branch; block, right	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C0589138	Conceptualisation	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T041
C0033117	Priapism	3.0	3.0	0.3505	0.1168	0.1168	0.0	0.0	0.0	T047
C0021562	Inpatients	3.0	0.3333	0.3505	0.0	1.0514	0.0	0.0	0.0	T101
C4014716	Poor linear growth	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T033
C1142166	Brugada syndrome (disorder)	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.0	0.0	T047
C0541851	Crying uncontrollable	3.0	0.75	0.3505	0.1168	0.4673	0.0	0.0	0.0	T033
C2749768	Recurrent febrile illnesses	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.1168	0.0	T033
C2881666	Chronic serous otitis media, bilateral	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C2945796	Evaluates endocrine status	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T058
C0423318	HETEROCHROMIA IRIDIS	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0016167	anal fissure	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.1168	T047
C0235390	BICARBONATE RESERVE DECREASED	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0042548	PLANTAR WARTS	3.0	3.0	0.3505	0.0	0.0	0.1168	0.0	0.0	T047
C0565729	Difficulty wringing out a cloth	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C1856299	'Second wind' phenomenon	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0516968	Solves problems confidently	3.0	0.6	0.3505	0.0	0.5841	0.0	0.1168	0.0	T033
C2164866	fine motor skills delayed	3.0	0.25	0.3505	0.0	1.4019	0.0	0.0	0.0	T033
C0557908	Feeling a failure	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T041
C0087169	Symptom, Withdrawal	3.0	1.2857	0.3505	0.0	0.8178	0.3505	0.0	0.0	T184
C3842456	Fearless	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.0	0.0	T033
C3553459	Recurrent cough	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C3670900	Face rubbing	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C2183418	difficulty getting going in morning	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T184
C3871284	One high-risk medication ordered	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0004903	Syndrome, Wiedemann-Beckwith	3.0	0.75	0.3505	0.0	0.4673	0.0	0.1168	0.0	T047
C0744084	FOOD ALLERGY TO MULTIPLE FOOD	3.0	2.25	1.0514	0.0	0.4673	0.0	0.3505	0.0	T047
C1857202	Frequent vomiting	3.0	1.2	0.3505	0.0	0.5841	0.2336	0.1168	0.0	T033
C0543888	epileptic encephalopathy	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C1262481	gastroenteritis; eosinophilic	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.1168	0.0	T047
C0498340	office visit - after regularly scheduled hours	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T058
C3710424	All necessary data elements not included, reason not given	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C3844742	Modified independence - some difficulty in new situations only	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
C0037400	social change	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T054
C2018069	speech phonation involuntary sounds vocal tics cough	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C3177142	Main presenting symptom	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T184
C3863932	community programs early intervention	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T058
C2054152	taking medication for infection	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.1168	0.0	T033
C0021053	Disease of immune system, NOS	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T047
C3810002	Defects in fine motor skills	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C3841575	Direct re-visualization of tube in place	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0564483	Self-dramatisation	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.0	0.0	T033
C0265354	CHARGE SYNDROME	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.1168	0.0	T047
C0562591	Pulling other person's hair	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C3842345	Asymptomatic or routine screening	3.0	1.0	0.3505	0.0	0.3505	0.0	0.1168	0.0	T033
C0520687	Bilis	3.0	0.375	0.3505	0.0	0.9346	0.1168	0.1168	0.0	T048
C2096296	ENT surgical result ear vertigo worsened	3.0	1.0	0.3505	0.1168	0.3505	0.0	0.0	0.0	T033
C0013298	Duodenitis, NOS	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T047
C2094364	RN general care healthy environment maintenance control noise	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T058
C3842920	More energetic and more active	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0151889	hyperreflexia	3.0	0.5	0.3505	0.0	0.7009	0.0	0.1168	0.0	T033
C1549185	CRM - Patient has gone off a clinical trial	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T058
C0563851	Difficulty turning on mains electricity supply	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C2047196	housing has public well	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0567202	Finding of direction of cervix	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T033
C0265219	Syndrome, Miller-Dieker	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.1168	T047
C0004099	Exercise induced asthma	3.0	3.0	0.3505	0.1168	0.0	0.0	0.0	0.0	T047
C3843220	A little (more often than usual)	3.0	1.5	0.3505	0.0	0.2336	0.1168	0.0	0.0	T033
C0019112	Haemorrhoid	3.0	1.5	0.3505	0.1168	0.2336	0.1168	0.1168	0.0	T047
C3809781	COLE DISEASE	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C3551006	Nasal quality to speech	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C4065054	functional limitations in expressive and receptive language	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0812014	Select the most appropriate approach	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T058
C1541923	Infective endocarditis	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T047
C0272323	Moderate hereditary factor VIII deficiency disease	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T047
C0808093	Study recommendation	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T058
C3843475	Causes me a few problems	3.0	3.0	0.3505	0.0	0.1168	0.1168	0.0	0.0	T033
C0268337	Ehlers-Danlos syndrome, type 3 (disorder)	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T047
C0232492	abdominal pains upper	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T184
C2673924	Retrognathic mandibular position (some)	3.0	0.3333	0.7009	0.2336	1.0514	0.1168	0.0	0.0	T033
C0517029	Participates in social interaction	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T033
C2007417	cardiac catheterization coexistent conditions	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C1821895	Sleeps through the night consistently	3.0	3.0	0.3505	0.0	0.0	0.0	0.1168	0.0	T033
C1303233	Borg Breathlessness Score: 0 none at all	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C4062613	Increase in accidents	3.0	1.0	0.3505	0.1168	0.3505	0.1168	0.0	0.0	T033
C0681383	Extracurricular Activities	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T056
C2196763	patient requires dressing stick	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T033
C2186552	reported recent immunization for influenza	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C0035344	retinopathy prematurity	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T047
C0239679	FOREHEAD PAPULE	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0423845	Poor hair growth	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0149745	oral ulcers	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.1168	0.1168	T047
C1269755	Compulsive eating	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0030920	peptic ulcer nos	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T047
C0001857	aids-related complex	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T047
C2126273	red skin patch	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C0562582	Lashing out at other person	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T033
C0011860	DIABETES MELLITUS, NON-INSULIN DEPENDENT	3.0	0.8571	0.7009	0.0	0.8178	0.0	0.2336	0.0	T047
C3842867	Present at least one month	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C1276500	T1a: Tumor limited to one vocal cord	3.0	0.6	0.3505	0.0	0.5841	0.1168	0.0	0.0	T033
C3278592	Some features are variable	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.1168	0.0	T033
C0041453	Type A Personality	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T041
C0683321	poor health	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0001950	Idiosyncratic alcohol intoxication	3.0	1.2	0.3505	0.1168	0.5841	0.2336	0.0	0.0	T048
C0544011	Mixed ocular disease or syndrome	3.0	0.5	0.3505	0.0	0.7009	0.0	0.0	0.0	T047
C4062081	Concern about family member(s)	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.0	T033
C1860294	Hypersensitivity to sound	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C1273093	Difficulty comprehending concept of danger	3.0	1.0	0.3505	0.0	0.3505	0.1168	0.1168	0.0	T048
C0562445	Deficit behavior	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C3842658	Heavy work around the house	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T056
C1269775	Yellow green colour	3.0	0.6	0.3505	0.0	0.5841	0.0	0.0	0.0	T080
C0748607	SEIZURE RECURRENT	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.1168	0.0	T047
C4274630	Able to do homework	3.0	3.0	0.3505	0.1168	0.2336	0.2336	0.0	0.0	T033
C1522166	Worst	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T080
C1860291	Mental retardation (average IQ 56)	3.0	0.75	0.3505	0.0	0.4673	0.0	0.0	0.0	T033
C3853117	Activity very slightly limited	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0429199	hearing change	3.0	0.75	0.3505	0.0	0.4673	0.1168	0.0	0.0	T033
C1820657	Focus on maintaining health behaviors	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T033
C0349331	Other pervasive developmental disorders	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T048
C4061931	Power struggles	3.0	0.5	0.3505	0.0	0.7009	0.0	0.1168	0.0	T033
C3697360	Supportive counselling	3.0	0.3	0.3505	0.0	1.1682	0.0	0.0	0.0	T058
C1321113	Seizure control behaviour	3.0	3.0	0.3505	0.1168	0.1168	0.0	0.0	0.0	T055
C0026393	molluscum contagiosum	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T047
C0566199	Does communicate intentions	3.0	3.0	0.3505	0.1168	0.0	0.0	0.0	0.0	T033
C1855514	Failure to thrive, severe	3.0	0.6	0.3505	0.0	0.5841	0.0	0.1168	0.0	T033
C2109052	shoulder stiffness progressively worse	3.0	3.0	0.3505	0.0	0.1168	0.0	0.0	0.0	T184
C0042943	voice quality	3.0	0.6	0.3505	0.0	0.5841	0.1168	0.0	0.0	T080
C3242274	new therapy	3.0	1.5	0.3505	0.1168	0.2336	0.0	0.0	0.0	T033
C0877173	food aversion	3.0	0.75	0.3505	0.0	0.4673	0.1168	0.1168	0.0	T048
C0562366	Peer Pressure	3.0	3.0	0.3505	0.0	0.0	0.1168	0.0	0.0	T033
C0332147	Suspected diagnosis	3.0	3.0	0.3505	0.0	0.1168	0.1168	0.0	0.0	T080
C0205081	Moderate (severity modifier)	3.0	0.375	0.3505	0.0	0.9346	0.1168	0.0	0.0	T080
C2168807	lice in hair	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T033
C1321222	Characteristic of health seeking behavior	3.0	1.5	0.3505	0.0	0.2336	0.0	0.0	0.0	T055
C0549255	Excitation	3.0	3.0	0.3505	0.0	0.0	0.0	0.0	0.0	T052
C0870427	Disappointment	3.0	1.5	0.3505	0.0	0.2336	0.0	0.1168	0.1168	T041
C3672010	Lip licking	3.0	1.0	0.3505	0.0	0.3505	0.0	0.0	0.0	T033
C0265321	Wyburn-Mason's syndrome	3.0	0.75	0.3505	0.0	0.4673	0.0	0.1168	0.0	T047
C0392703	Shakes	3.0	0.9	1.0514	0.0	1.1682	0.1168	0.3505	0.0	T033
C0566312	Does eat certain food	3.0	3.0	0.3505	0.1168	0.2336	0.2336	0.0	0.0	T033
C1283174	Checking - action	3.0	0.75	0.7009	0.0	0.9346	0.0	0.2336	0.0	T052
C0427198	Protective muscle spasm	3.0	7.6667	0.2336	0.2336	0.3505	2.6869	0.1168	0.3505	T033
C0454638	Expressive language impairment	3.0	0.4286	0.3505	0.0	0.8178	0.0	0.0	0.0	T048
C3843014	Wheelchair most of the time	3.0	3.0	0.3505	0.0	0.1168	0.0	0.1168	0.0	T033
